task_type,input_size_total_bytes,peak_mem_bytes
PeakValCalcOkaya,0,3136217
SeismogramSynthesis,3518708,3436072529
PeakValCalcOkaya,0,3131551
SeismogramSynthesis,3624541,3465973630
PeakValCalcOkaya,0,3121461
SeismogramSynthesis,4263596,4388282027
PeakValCalcOkaya,0,3094679
SeismogramSynthesis,2620002,2621285800
PeakValCalcOkaya,0,3121408
SeismogramSynthesis,2371256,2489746619
PeakValCalcOkaya,0,3086235
SeismogramSynthesis,4155401,4157437146
PeakValCalcOkaya,0,3102339
SeismogramSynthesis,4548638,4397364513
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4403897,4406054909
PeakValCalcOkaya,0,3133009
SeismogramSynthesis,4918292,4920701963
PeakValCalcOkaya,0,3105706
SeismogramSynthesis,4749475,4644808812
PeakValCalcOkaya,0,3107784
SeismogramSynthesis,4423946,4426113733
PeakValCalcOkaya,0,3084849
SeismogramSynthesis,3329792,3331423598
PeakValCalcOkaya,0,3079108
SeismogramSynthesis,4714179,4846581093
PeakValCalcOkaya,0,3100186
SeismogramSynthesis,1942471,2031658847
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2539606,2439069389
PeakValCalcOkaya,0,3078220
SeismogramSynthesis,5149887,5217966331
PeakValCalcOkaya,0,3079110
SeismogramSynthesis,3194321,3195886217
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3714984,3836661027
PeakValCalcOkaya,0,3097488
SeismogramSynthesis,5383426,5233140289
PeakValCalcOkaya,0,3088264
SeismogramSynthesis,2044960,2087949958
PeakValCalcOkaya,0,3114466
SeismogramSynthesis,5488117,5345405753
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5431926,5289282528
PeakValCalcOkaya,0,3101703
SeismogramSynthesis,3862959,3864851849
PeakValCalcOkaya,0,3096818
SeismogramSynthesis,4953908,4879757853
PeakValCalcOkaya,0,3133984
SeismogramSynthesis,4655632,4657913259
PeakValCalcOkaya,0,3122971
SeismogramSynthesis,2561323,2644538150
PeakValCalcOkaya,0,3121401
SeismogramSynthesis,5154870,5028407154
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5472678,5636783619
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3517645,3611134086
PeakValCalcOkaya,0,3143411
SeismogramSynthesis,4246036,4392820167
PeakValCalcOkaya,0,3138611
SeismogramSynthesis,2976516,2977974492
PeakValCalcOkaya,0,3139884
SeismogramSynthesis,3377421,3379075936
PeakValCalcOkaya,0,3119765
SeismogramSynthesis,3016399,3065979177
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3313032,3314655385
PeakValCalcOkaya,0,3110000
ExtractSGT,40039115154,19618441
SeismogramSynthesis,5361402,5364029086
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3901714,3810835801
PeakValCalcOkaya,0,3140269
SeismogramSynthesis,2869489,2870895049
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5158753,5051192137
PeakValCalcOkaya,0,3092177
SeismogramSynthesis,3518948,3638207997
PeakValCalcOkaya,0,3088034
SeismogramSynthesis,3076471,3233307410
PeakValCalcOkaya,0,3139036
SeismogramSynthesis,4330817,4332939100
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2426052,2427240765
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2965724,2834380272
PeakValCalcOkaya,0,3079084
SeismogramSynthesis,4318427,4213389366
PeakValCalcOkaya,0,3085237
SeismogramSynthesis,4032003,3982447244
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2236247,2237342761
PeakValCalcOkaya,0,3120561
SeismogramSynthesis,4612161,4614420958
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3732387,3616861511
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4853448,4874075511
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2669170,2670477893
PeakValCalcOkaya,0,3121914
SeismogramSynthesis,3766738,3905444270
PeakValCalcOkaya,0,3130762
SeismogramSynthesis,2068275,1976066253
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4050113,4171602131
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3076323,3077830398
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5191362,5227193321
PeakValCalcOkaya,0,3107504
SeismogramSynthesis,4895425,4897823758
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3492779,3540746130
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4080057,4039862577
PeakValCalcOkaya,0,3088563
SeismogramSynthesis,4398576,4400731302
PeakValCalcOkaya,0,3117482
SeismogramSynthesis,4088535,4257026537
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3608315,3610083074
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2188948,2190020584
PeakValCalcOkaya,0,3125422
SeismogramSynthesis,3666545,3668341607
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1881360,1877707505
PeakValCalcOkaya,0,3113140
SeismogramSynthesis,3541031,3469448824
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3521465,3441065808
PeakValCalcOkaya,0,3130557
SeismogramSynthesis,3805733,3689418223
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3555926,3614277832
PeakValCalcOkaya,0,3110922
SeismogramSynthesis,3440005,3413948171
PeakValCalcOkaya,0,3111491
SeismogramSynthesis,4752917,4755245929
PeakValCalcOkaya,0,3140063
SeismogramSynthesis,4069253,4132937507
PeakValCalcOkaya,0,3131597
SeismogramSynthesis,4707929,4596786528
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3134004,3135539661
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,1856427,1857336649
PeakValCalcOkaya,0,3078893
SeismogramSynthesis,2160686,2032094584
PeakValCalcOkaya,0,3087394
SeismogramSynthesis,4968178,4970612407
PeakValCalcOkaya,0,3094075
SeismogramSynthesis,3426871,3428550166
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4067524,4012108834
PeakValCalcOkaya,0,3076979
SeismogramSynthesis,1970294,1924754819
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5018251,5020709942
PeakValCalcOkaya,0,3091939
SeismogramSynthesis,2966449,2863777877
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4093106,4095111621
PeakValCalcOkaya,0,3077988
SeismogramSynthesis,3300500,3453107627
PeakValCalcOkaya,0,3134301
SeismogramSynthesis,3681501,3840018048
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3029725,2899983696
PeakValCalcOkaya,0,3087392
SeismogramSynthesis,4028798,4030772111
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4989844,4992289023
PeakValCalcOkaya,0,3088167
SeismogramSynthesis,2089120,2158135943
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3898268,3900178151
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5307648,5179321024
PeakValCalcOkaya,0,3087543
SeismogramSynthesis,4364978,4377164970
PeakValCalcOkaya,0,3141883
SeismogramSynthesis,4819998,4822359799
PeakValCalcOkaya,0,3126594
SeismogramSynthesis,2619737,2629119231
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4077610,4238258250
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2969758,2971213181
PeakValCalcOkaya,0,3100762
SeismogramSynthesis,5162875,5299614450
PeakValCalcOkaya,0,3108185
SeismogramSynthesis,3443255,3444942194
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4147549,4129613650
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3471125,3411983805
PeakValCalcOkaya,0,3096779
SeismogramSynthesis,2030484,2031478937
PeakValCalcOkaya,0,3122659
SeismogramSynthesis,3866409,3868303540
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4526043,4664831210
PeakValCalcOkaya,0,3089405
SeismogramSynthesis,3004027,3005498973
PeakValCalcOkaya,0,3141702
SeismogramSynthesis,2545433,2668305230
PeakValCalcOkaya,0,3126737
SeismogramSynthesis,5291030,5293622604
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2455255,2551599542
PeakValCalcOkaya,0,3139340
SeismogramSynthesis,3599013,3605365835
PeakValCalcOkaya,0,3082122
SeismogramSynthesis,5233661,5236225493
PeakValCalcOkaya,0,3128029
SeismogramSynthesis,3355120,3356764008
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2789509,2904863632
PeakValCalcOkaya,0,3085425
SeismogramSynthesis,4686583,4730275464
PeakValCalcOkaya,0,3115701
SeismogramSynthesis,2771719,2773077142
PeakValCalcOkaya,0,3086153
SeismogramSynthesis,2465644,2484258463
PeakValCalcOkaya,0,3142293
SeismogramSynthesis,4775001,4633859053
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5501637,5381919751
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4374244,4373664742
PeakValCalcOkaya,0,3133239
SeismogramSynthesis,4738876,4741198049
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3222897,3310268735
PeakValCalcOkaya,0,3092187
SeismogramSynthesis,3142224,3143763689
PeakValCalcOkaya,0,3136281
SeismogramSynthesis,2809162,2850869092
PeakValCalcOkaya,0,3113726
SeismogramSynthesis,4132699,4134724022
PeakValCalcOkaya,0,3142122
SeismogramSynthesis,1959488,1931258837
PeakValCalcOkaya,0,3104866
SeismogramSynthesis,3086462,3087974366
PeakValCalcOkaya,0,3110173
SeismogramSynthesis,4700891,4703194436
PeakValCalcOkaya,0,3137463
SeismogramSynthesis,5454647,5457319777
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3931254,3933180314
PeakValCalcOkaya,0,3080718
SeismogramSynthesis,1876342,1752151489
PeakValCalcOkaya,0,3112538
SeismogramSynthesis,5188261,5204087591
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3400910,3425472400
PeakValCalcOkaya,0,3095148
SeismogramSynthesis,4152158,4154192557
PeakValCalcOkaya,0,3093885
SeismogramSynthesis,5153243,5304037060
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4342491,4365884926
PeakValCalcOkaya,0,3104136
SeismogramSynthesis,4366501,4294324578
PeakValCalcOkaya,0,3103165
SeismogramSynthesis,2480835,2482050609
PeakValCalcOkaya,0,3082073
SeismogramSynthesis,5178038,5155307235
PeakValCalcOkaya,0,3121786
SeismogramSynthesis,4460990,4581184168
PeakValCalcOkaya,0,3132754
SeismogramSynthesis,4762854,4765187798
PeakValCalcOkaya,0,3077281
SeismogramSynthesis,2748683,2750029854
PeakValCalcOkaya,0,3099505
SeismogramSynthesis,3281764,3157690235
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2341302,2337209472
PeakValCalcOkaya,0,3081919
SeismogramSynthesis,3231161,3377280198
PeakValCalcOkaya,0,3138603
SeismogramSynthesis,4246863,4136423362
PeakValCalcOkaya,0,3143771
SeismogramSynthesis,2575999,2709530182
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3668956,3608827163
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4762190,4764523473
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4472515,4447735385
PeakValCalcOkaya,0,3077738
SeismogramSynthesis,4600240,4461924390
PeakValCalcOkaya,0,3098666
SeismogramSynthesis,3305388,3459535198
PeakValCalcOkaya,0,3127723
SeismogramSynthesis,3826982,3801344678
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3283943,3448759054
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2817257,2783009641
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2389442,2282081170
PeakValCalcOkaya,0,3101087
SeismogramSynthesis,2644022,2602325756
PeakValCalcOkaya,0,3143803
SeismogramSynthesis,3363872,3365520297
PeakValCalcOkaya,0,3132516
SeismogramSynthesis,2289063,2433723382
PeakValCalcOkaya,0,3141626
SeismogramSynthesis,2576172,2618276530
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5407783,5410432813
PeakValCalcOkaya,0,3115651
SeismogramSynthesis,3792050,3760274276
PeakValCalcOkaya,0,3129742
SeismogramSynthesis,2595607,2596878847
PeakValCalcOkaya,0,3106366
SeismogramSynthesis,4770917,4823087338
PeakValCalcOkaya,0,3138381
SeismogramSynthesis,3221512,3305511155
PeakValCalcOkaya,0,3101033
SeismogramSynthesis,5258738,5108478068
PeakValCalcOkaya,0,3105880
SeismogramSynthesis,4818145,4956698638
PeakValCalcOkaya,0,3126015
SeismogramSynthesis,2465794,2532068150
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3081250,3164971788
PeakValCalcOkaya,0,3087460
SeismogramSynthesis,5522958,5465892423
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4997917,4887969024
PeakValCalcOkaya,0,3119478
SeismogramSynthesis,4581876,4690302544
PeakValCalcOkaya,0,3100524
SeismogramSynthesis,2120659,2247708051
PeakValCalcOkaya,0,3089218
SeismogramSynthesis,5292507,5251467043
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2305080,2306209489
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4283701,4285800013
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3269262,3214780568
PeakValCalcOkaya,0,3115684
SeismogramSynthesis,2559979,2626078398
PeakValCalcOkaya,0,3142110
SeismogramSynthesis,2999162,2852535143
PeakValCalcOkaya,0,3089787
SeismogramSynthesis,1993398,1994374765
PeakValCalcOkaya,0,3100839
SeismogramSynthesis,3860658,3862549722
PeakValCalcOkaya,0,3110091
SeismogramSynthesis,4521486,4394890746
PeakValCalcOkaya,0,3098901
SeismogramSynthesis,2865899,2728300077
PeakValCalcOkaya,0,3120283
SeismogramSynthesis,1872231,1979970051
PeakValCalcOkaya,0,3115214
SeismogramSynthesis,3367148,3368797902
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3828414,3830289922
PeakValCalcOkaya,0,3084593
SeismogramSynthesis,5298293,5312834578
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4962516,5020100005
PeakValCalcOkaya,0,3122849
SeismogramSynthesis,2504444,2505671177
PeakValCalcOkaya,0,3139761
SeismogramSynthesis,3520866,3522591224
PeakValCalcOkaya,0,3097339
SeismogramSynthesis,4596169,4598421122
PeakValCalcOkaya,0,3123933
SeismogramSynthesis,3323528,3319298778
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2049808,2012917560
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4228335,4378361275
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4577626,4579869036
PeakValCalcOkaya,0,3085393
SeismogramSynthesis,3314538,3428480449
PeakValCalcOkaya,0,3142422
SeismogramSynthesis,2752448,2753796699
PeakValCalcOkaya,0,3095586
SeismogramSynthesis,2221470,2217783379
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2690675,2554266489
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3433090,3344047462
PeakValCalcOkaya,0,3077740
SeismogramSynthesis,4370798,4372939691
PeakValCalcOkaya,0,3124388
SeismogramSynthesis,5348945,5211574805
PeakValCalcOkaya,0,3092020
SeismogramSynthesis,2205291,2271310565
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4720060,4722372829
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2530668,2482419392
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4729541,4731858475
PeakValCalcOkaya,0,3144335
SeismogramSynthesis,4260244,4262331519
PeakValCalcOkaya,0,3115354
SeismogramSynthesis,3949903,4114095763
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3420195,3562913300
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4419823,4498314132
PeakValCalcOkaya,0,3096282
SeismogramSynthesis,5069366,5147321678
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2258066,2120823558
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4872975,4771388176
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2459638,2380450843
PeakValCalcOkaya,0,3143739
SeismogramSynthesis,5393076,5407207379
PeakValCalcOkaya,0,3100100
SeismogramSynthesis,4571786,4484866354
PeakValCalcOkaya,0,3122819
SeismogramSynthesis,5076281,5175213052
PeakValCalcOkaya,0,3141140
SeismogramSynthesis,2908264,2936553314
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4508262,4536815901
PeakValCalcOkaya,0,3085254
SeismogramSynthesis,1973885,1911947488
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2314316,2281074240
PeakValCalcOkaya,0,3129412
SeismogramSynthesis,3544714,3546450909
PeakValCalcOkaya,0,3095085
SeismogramSynthesis,2789329,2739339748
PeakValCalcOkaya,0,3102760
SeismogramSynthesis,2994739,2941199120
PeakValCalcOkaya,0,3076609
SeismogramSynthesis,2641853,2628886202
PeakValCalcOkaya,0,3108035
SeismogramSynthesis,5545550,5548267319
PeakValCalcOkaya,0,3135415
SeismogramSynthesis,4556370,4504728889
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4338226,4340351730
PeakValCalcOkaya,0,3086221
SeismogramSynthesis,4984628,4987070467
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5360501,5496220952
PeakValCalcOkaya,0,3111399
SeismogramSynthesis,3987922,3989876081
PeakValCalcOkaya,0,3102536
SeismogramSynthesis,5465908,5468586294
PeakValCalcOkaya,0,3078059
SeismogramSynthesis,4407737,4448598218
PeakValCalcOkaya,0,3137223
SeismogramSynthesis,3634190,3635970753
PeakValCalcOkaya,0,3079090
SeismogramSynthesis,3361330,3362977051
PeakValCalcOkaya,0,3126573
SeismogramSynthesis,2405106,2345297497
PeakValCalcOkaya,0,3105618
SeismogramSynthesis,1895172,1896100634
PeakValCalcOkaya,0,3084977
SeismogramSynthesis,4329513,4246502974
PeakValCalcOkaya,0,3085311
SeismogramSynthesis,5401526,5291849869
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3663427,3665222079
PeakValCalcOkaya,0,3093323
SeismogramSynthesis,2023215,1994540114
PeakValCalcOkaya,0,3131474
SeismogramSynthesis,4753462,4785103904
PeakValCalcOkaya,0,3080946
ZipPSA,10750,6160000
ZipSeis,691382,6250000
ExtractSGT,39954626870,20067556
SeismogramSynthesis,3404773,3492948905
PeakValCalcOkaya,0,3131263
SeismogramSynthesis,4591979,4443026048
PeakValCalcOkaya,0,3129977
SeismogramSynthesis,3758784,3755977022
PeakValCalcOkaya,0,3136325
SeismogramSynthesis,5499093,5622961391
PeakValCalcOkaya,0,3142393
SeismogramSynthesis,3804825,3952712854
PeakValCalcOkaya,0,3089266
SeismogramSynthesis,4475978,4627705211
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4422365,4295571859
PeakValCalcOkaya,0,3106039
SeismogramSynthesis,3855115,3765705711
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4269419,4271511015
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2929787,2854169042
PeakValCalcOkaya,0,3100464
SeismogramSynthesis,3990272,3965531997
PeakValCalcOkaya,0,3110740
SeismogramSynthesis,2849845,2864540948
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3923451,3925373490
PeakValCalcOkaya,0,3133771
SeismogramSynthesis,2604732,2606008318
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2296733,2446928418
PeakValCalcOkaya,0,3095263
SeismogramSynthesis,5423879,5364295240
PeakValCalcOkaya,0,3083724
SeismogramSynthesis,2805282,2860243996
PeakValCalcOkaya,0,3075761
SeismogramSynthesis,3860300,3862191547
PeakValCalcOkaya,0,3082152
SeismogramSynthesis,3980624,3982574505
PeakValCalcOkaya,0,3114590
SeismogramSynthesis,3835174,3906246179
PeakValCalcOkaya,0,3109665
SeismogramSynthesis,3521605,3437275865
PeakValCalcOkaya,0,3113012
SeismogramSynthesis,2883724,2885137024
PeakValCalcOkaya,0,3101194
SeismogramSynthesis,4059995,4061984397
PeakValCalcOkaya,0,3123250
SeismogramSynthesis,2324297,2203608678
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2705744,2720699241
PeakValCalcOkaya,0,3107215
SeismogramSynthesis,4337314,4357353291
PeakValCalcOkaya,0,3117934
SeismogramSynthesis,2663107,2664411922
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4581130,4738537092
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4528569,4583723160
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3468320,3441433234
PeakValCalcOkaya,0,3123184
SeismogramSynthesis,2587435,2588702843
PeakValCalcOkaya,0,3135893
SeismogramSynthesis,3046355,3014498687
PeakValCalcOkaya,0,3140528
SeismogramSynthesis,4660922,4828100440
PeakValCalcOkaya,0,3100319
SeismogramSynthesis,2131596,2226746776
PeakValCalcOkaya,0,3103182
SeismogramSynthesis,4626573,4628840020
PeakValCalcOkaya,0,3115782
SeismogramSynthesis,2491877,2543469714
PeakValCalcOkaya,0,3106882
SeismogramSynthesis,1911610,2071560260
PeakValCalcOkaya,0,3127919
SeismogramSynthesis,2069921,2070935261
PeakValCalcOkaya,0,3130195
SeismogramSynthesis,2651545,2766323110
PeakValCalcOkaya,0,3108816
SeismogramSynthesis,1949487,1950442248
PeakValCalcOkaya,0,3110000
ExtractSGT,39744679444,22474491
SeismogramSynthesis,4663525,4753454194
PeakValCalcOkaya,0,3080877
SeismogramSynthesis,2991891,2975723070
PeakValCalcOkaya,0,3093277
SeismogramSynthesis,3737303,3739134278
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3210274,3143065331
PeakValCalcOkaya,0,3088878
SeismogramSynthesis,2155995,2070242931
PeakValCalcOkaya,0,3123231
SeismogramSynthesis,4743075,4720883663
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4285458,4444878525
PeakValCalcOkaya,0,3124736
SeismogramSynthesis,4628636,4541646434
PeakValCalcOkaya,0,3087843
SeismogramSynthesis,3566847,3586247172
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2275758,2291956534
PeakValCalcOkaya,0,3126211
SeismogramSynthesis,4097057,3965809071
PeakValCalcOkaya,0,3101261
SeismogramSynthesis,3641563,3620593498
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5260615,5141610194
PeakValCalcOkaya,0,3120085
SeismogramSynthesis,3220892,3163582927
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3737113,3738944185
PeakValCalcOkaya,0,3108910
SeismogramSynthesis,2674590,2678673476
PeakValCalcOkaya,0,3080924
SeismogramSynthesis,3909380,3859653609
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4454924,4541079348
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4311523,4379294749
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2853682,2855080304
PeakValCalcOkaya,0,3133996
SeismogramSynthesis,5496069,5471834127
PeakValCalcOkaya,0,3102271
SeismogramSynthesis,5381280,5383916827
PeakValCalcOkaya,0,3127056
SeismogramSynthesis,5109302,5001429558
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3906553,3901604496
PeakValCalcOkaya,0,3109145
SeismogramSynthesis,2378150,2213109668
PeakValCalcOkaya,0,3143012
SeismogramSynthesis,5355395,5273659822
PeakValCalcOkaya,0,3135868
SeismogramSynthesis,2586345,2453885129
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3487970,3322609660
PeakValCalcOkaya,0,3106435
SeismogramSynthesis,2849892,2792406754
PeakValCalcOkaya,0,3141320
SeismogramSynthesis,4623079,4700420948
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2846970,2848365015
PeakValCalcOkaya,0,3088705
SeismogramSynthesis,2433167,2343485479
PeakValCalcOkaya,0,3082648
SeismogramSynthesis,2978036,2979495237
PeakValCalcOkaya,0,3091158
SeismogramSynthesis,2714993,2662712743
PeakValCalcOkaya,0,3121524
SeismogramSynthesis,3636253,3638034763
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2468857,2470066739
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2237179,2087087375
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3043784,3045275454
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2919073,2920503345
PeakValCalcOkaya,0,3084231
SeismogramSynthesis,4942919,4945341030
PeakValCalcOkaya,0,3122990
SeismogramSynthesis,4573293,4575533913
PeakValCalcOkaya,0,3110000
ExtractSGT,39240990142,20185704
SeismogramSynthesis,5338065,5199135314
PeakValCalcOkaya,0,3099754
SeismogramSynthesis,3776784,3942634893
PeakValCalcOkaya,0,3114009
SeismogramSynthesis,4635421,4651256627
PeakValCalcOkaya,0,3142374
SeismogramSynthesis,5386337,5429323454
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3918330,3920249981
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3340878,3399133852
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5181447,5315297950
PeakValCalcOkaya,0,3107602
SeismogramSynthesis,2271742,2272855153
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5120991,4991867283
PeakValCalcOkaya,0,3086690
SeismogramSynthesis,3228350,3229931891
PeakValCalcOkaya,0,3103443
SeismogramSynthesis,2807528,2820912612
PeakValCalcOkaya,0,3118871
SeismogramSynthesis,4593846,4596096984
PeakValCalcOkaya,0,3118385
SeismogramSynthesis,3731933,3854727769
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4662691,4664975718
PeakValCalcOkaya,0,3097411
SeismogramSynthesis,2019306,2103727045
PeakValCalcOkaya,0,3095351
SeismogramSynthesis,3072105,3036203192
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5384476,5411171096
PeakValCalcOkaya,0,3094540
SeismogramSynthesis,4010243,4038668412
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3123851,3068785774
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,5470835,5607716790
PeakValCalcOkaya,0,3121569
SeismogramSynthesis,3378239,3379894337
PeakValCalcOkaya,0,3144589
SeismogramSynthesis,2147093,2059450439
PeakValCalcOkaya,0,3078709
SeismogramSynthesis,3196333,3197899203
PeakValCalcOkaya,0,3094337
SeismogramSynthesis,4134006,4266153052
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4093266,4168407893
PeakValCalcOkaya,0,3084526
SeismogramSynthesis,3315489,3336619798
PeakValCalcOkaya,0,3117072
SeismogramSynthesis,2520536,2564427497
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,2752085,2860260701
PeakValCalcOkaya,0,3095822
SeismogramSynthesis,2371744,2304042266
PeakValCalcOkaya,0,3127386
SeismogramSynthesis,3780096,3814448557
PeakValCalcOkaya,0,3097118
SeismogramSynthesis,3821585,3848209115
PeakValCalcOkaya,0,3132469
SeismogramSynthesis,3058405,3175005078
PeakValCalcOkaya,0,3136795
SeismogramSynthesis,3512712,3514433228
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4622101,4624365829
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,3064915,3168662649
PeakValCalcOkaya,0,3137431
SeismogramSynthesis,2579860,2448018197
PeakValCalcOkaya,0,3108804
SeismogramSynthesis,4660419,4804036887
PeakValCalcOkaya,0,3137481
SeismogramSynthesis,5215091,5217646394
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4018289,4152455055
PeakValCalcOkaya,0,3082284
SeismogramSynthesis,1865950,1915976756
PeakValCalcOkaya,0,3083634
SeismogramSynthesis,5303999,5283286587
PeakValCalcOkaya,0,3134051
ExtractSGT,40678653250,18729549
SeismogramSynthesis,2381665,2382832015
PeakValCalcOkaya,0,3141660
SeismogramSynthesis,4234734,4238904935
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4431085,4297641388
PeakValCalcOkaya,0,3110000
SeismogramSynthesis,4478698,4495474078
PeakValCalcOkaya,0,3100803
